"name","proportion","true_prop","cluster"
"bear",0.145341726618705,0.0923076923076923,"Cluster_1"
"bee",0.0934172661870504,0.0615384615384615,"Cluster_1"
"meadow",0.140818345323741,0.153846153846154,"Cluster_1"
"trout",0.107571942446043,0.0769230769230769,"Cluster_1"
"eagle",0.0440827338129496,0.0615384615384615,"Cluster_1"
"rabbit",0.0382284172661871,0.0615384615384615,"Cluster_1"
"dragonfly",0.0544154676258993,0.0615384615384615,"Cluster_1"
"fox",0.0856834532374101,0.0923076923076923,"Cluster_1"
"deer",0.0777607913669065,0.0923076923076923,"Cluster_1"
"stream",0.130431654676259,0.153846153846154,"Cluster_1"
"wolf",0.0822482014388489,0.0923076923076923,"Cluster_1"
"bear",0.0674240074441687,0.0923076923076923,"Cluster_2"
"bee",0.0553117245657568,0.0615384615384615,"Cluster_2"
"meadow",0.131598945409429,0.153846153846154,"Cluster_2"
"trout",0.0772565136476427,0.0769230769230769,"Cluster_2"
"eagle",0.0433622828784119,0.0615384615384615,"Cluster_2"
"rabbit",0.0417106079404466,0.0615384615384615,"Cluster_2"
"dragonfly",0.114492866004963,0.0615384615384615,"Cluster_2"
"fox",0.0732165012406948,0.0923076923076923,"Cluster_2"
"deer",0.0758374689826303,0.0923076923076923,"Cluster_2"
"stream",0.255901054590571,0.153846153846154,"Cluster_2"
"wolf",0.0638880272952854,0.0923076923076923,"Cluster_2"
"bear",0.0710663021189337,0.0923076923076923,"Cluster_3"
"bee",0.106281613123718,0.0615384615384615,"Cluster_3"
"meadow",0.275078605604921,0.153846153846154,"Cluster_3"
"trout",0.0612371838687628,0.0769230769230769,"Cluster_3"
"eagle",0.0401367053998633,0.0615384615384615,"Cluster_3"
"rabbit",0.0421120984278879,0.0615384615384615,"Cluster_3"
"dragonfly",0.0521462747778537,0.0615384615384615,"Cluster_3"
"fox",0.0760902255639098,0.0923076923076923,"Cluster_3"
"deer",0.0760287081339713,0.0923076923076923,"Cluster_3"
"stream",0.126049213943951,0.153846153846154,"Cluster_3"
"wolf",0.0737730690362269,0.0923076923076923,"Cluster_3"
"bear",0.0797676008202324,0.0923076923076923,"Cluster_4"
"bee",0.0568096377306904,0.0615384615384615,"Cluster_4"
"meadow",0.149008885850991,0.153846153846154,"Cluster_4"
"trout",0.083133971291866,0.0769230769230769,"Cluster_4"
"eagle",0.100145249487355,0.0615384615384615,"Cluster_4"
"rabbit",0.112081339712919,0.0615384615384615,"Cluster_4"
"dragonfly",0.0564251537935748,0.0615384615384615,"Cluster_4"
"fox",0.0776486671223513,0.0923076923076923,"Cluster_4"
"deer",0.0811004784688995,0.0923076923076923,"Cluster_4"
"stream",0.130416951469583,0.153846153846154,"Cluster_4"
"wolf",0.0734620642515379,0.0923076923076923,"Cluster_4"
"bear",0.0758599339570721,0.0923076923076923,"Cluster_5"
"bee",0.0638690148596588,0.0615384615384615,"Cluster_5"
"meadow",0.158503026967529,0.153846153846154,"Cluster_5"
"trout",0.0640822784810127,0.0769230769230769,"Cluster_5"
"eagle",0.0447234452394056,0.0615384615384615,"Cluster_5"
"rabbit",0.0425013758943313,0.0615384615384615,"Cluster_5"
"dragonfly",0.06071133736929,0.0615384615384615,"Cluster_5"
"fox",0.121119977985691,0.0923076923076923,"Cluster_5"
"deer",0.139900935608145,0.0923076923076923,"Cluster_5"
"stream",0.135883324160704,0.153846153846154,"Cluster_5"
"wolf",0.0928453494771602,0.0923076923076923,"Cluster_5"
"bear",0.0578194607268464,0.0923076923076923,"Cluster_6"
"bee",0.0618171160609613,0.0615384615384615,"Cluster_6"
"meadow",0.149026963657679,0.153846153846154,"Cluster_6"
"trout",0.146822977725674,0.0769230769230769,"Cluster_6"
"eagle",0.0647596717467761,0.0615384615384615,"Cluster_6"
"rabbit",0.0432708089097304,0.0615384615384615,"Cluster_6"
"dragonfly",0.0577608440797186,0.0615384615384615,"Cluster_6"
"fox",0.0855216881594373,0.0923076923076923,"Cluster_6"
"deer",0.0862250879249707,0.0923076923076923,"Cluster_6"
"stream",0.154935521688159,0.153846153846154,"Cluster_6"
"wolf",0.0920398593200469,0.0923076923076923,"Cluster_6"
